original file : SDS00365.csv
fs=50000000.0
a
a
a
a
a
a
a
a
a
a
-0.00015,0.0,0.8,-16.0,0.02
-0.00014998,0.0,0.0,-15.0,0.02
-0.00014996,0.0,0.0,-15.0,0.02
-0.00014994,0.0,0.0,-16.0,0.02
-0.00014992,0.0,0.0,-16.0,0.02
-0.0001499,0.0,0.0,-16.0,0.02
-0.00014988,0.0,0.8,-16.0,0.02
-0.00014986,0.0,0.0,-16.0,0.02
-0.00014984,0.0,0.8,-15.0,0.02
-0.00014982,0.0,0.8,-15.0,0.02
-0.0001498,0.0,0.8,-16.0,0.02
-0.00014978,0.0,0.8,-16.0,0.0
-0.00014976,0.0,0.0,-16.0,0.02
-0.00014974,0.0,0.0,-15.0,0.02
-0.00014972,0.0,2.4,-15.0,0.02
-0.0001497,0.0,0.8,-16.0,0.02
-0.00014968,0.0,0.8,-16.0,0.0
-0.00014966,0.0,0.8,-15.0,0.02
-0.00014964,0.0,0.8,-16.0,0.02
-0.00014962,0.0,0.8,-16.0,0.0
-0.0001496,0.0,0.0,-16.0,0.02
-0.00014958,0.0,1.6,-15.0,0.02
-0.00014956,0.0,0.0,-16.0,0.02
-0.00014954,0.0,0.8,-16.0,0.02
-0.00014952,0.0,0.0,-16.0,0.02
-0.0001495,0.0,0.8,-16.0,0.02
-0.00014948,0.0,0.8,-15.0,0.02
-0.00014946,0.0,0.8,-16.0,0.02
-0.00014944,0.0,0.8,-16.0,0.02
-0.00014942,0.0,0.0,-16.0,0.0
-0.0001494,0.0,0.8,-16.0,0.02
-0.00014938,0.0,0.0,-16.0,0.02
-0.00014936,0.0,0.8,-16.0,0.02
-0.00014934,0.0,0.8,-16.0,0.0
-0.00014932,0.0,0.8,-16.0,0.0
-0.0001493,0.0,0.8,-16.0,0.02
-0.00014928,0.0,0.0,-16.0,0.0
-0.00014926,0.0,0.0,-15.0,0.02
-0.00014924,0.0,0.0,-15.0,0.02
-0.00014922,0.0,0.0,-16.0,0.02
-0.0001492,0.0,0.0,-15.0,0.02
-0.00014918,0.0,0.0,-15.0,0.02
-0.00014916,0.0,0.0,-16.0,0.0
-0.00014914,0.0,0.0,-15.0,0.02
-0.00014912,0.0,1.6,-16.0,0.02
-0.0001491,0.0,0.8,-16.0,0.02
-0.00014908,0.0,0.8,-16.0,0.0
-0.00014906,0.0,0.0,-15.0,0.02
-0.00014904,0.0,0.0,-16.0,0.02
-0.00014902,0.0,0.8,-16.0,0.0
-0.000149,0.0,0.0,-16.0,0.02
-0.00014898,0.0,0.8,-16.0,0.02
-0.00014896,0.0,0.8,-15.0,0.02
-0.00014894,0.0,0.8,-16.0,0.02
-0.00014892,0.0,0.0,-16.0,0.02
-0.0001489,0.0,0.0,-16.0,0.0
-0.00014888,0.0,0.8,-15.0,0.02
-0.00014886,0.0,0.0,-16.0,0.02
-0.00014884,0.0,0.0,-16.0,0.02
-0.00014882,0.0,0.0,-16.0,0.02
-0.0001488,0.0,0.8,-15.0,0.0
-0.00014878,0.0,0.8,-16.0,0.02
-0.00014876,0.0,0.8,-16.0,0.02
-0.00014874,0.0,0.8,-16.0,0.02
-0.00014872,0.0,0.8,-15.0,0.02
-0.0001487,0.0,0.0,-15.0,0.02
-0.00014868,0.0,0.8,-16.0,0.02
-0.00014866,0.0,0.8,-16.0,0.02
-0.00014864,0.0,0.0,-16.0,0.02
-0.00014862,0.0,0.8,-16.0,0.02
-0.0001486,0.0,0.0,-16.0,0.02
-0.00014858,0.0,0.0,-16.0,0.02
-0.00014856,0.0,1.6,-16.0,0.02
-0.00014854,0.0,0.8,-16.0,0.02
-0.00014852,0.0,0.8,-16.0,0.0
-0.0001485,0.0,0.8,-16.0,0.02
-0.00014848,0.0,0.0,-15.0,0.02
-0.00014846,0.0,0.8,-16.0,0.02
-0.00014844,0.0,0.8,-15.0,0.02
-0.00014842,0.0,0.8,-16.0,0.0
-0.0001484,0.0,0.8,-16.0,0.02
-0.00014838,0.0,0.0,-15.0,0.0
-0.00014836,0.0,0.0,-15.0,0.02
-0.00014834,0.0,0.8,-16.0,0.02
